t,P,D,V
1674,1.6478744424949505,0.019247250774236335,532
1675,1.5460254570837615,0.01898501579472803,307
1676,1.57025864198576,0.01895913416988331,538
1677,1.5368404577657844,0.018768201282839733,368
1678,1.5638684068588862,0.018796396677674194,388
1679,1.6669162718691777,0.019347053647250274,721
1680,1.6297120454858791,0.019446920211890054,357
1681,1.604446341307316,0.01936146904460597,306
1682,1.6690462486490205,0.01964440270744993,89
1683,1.56137396412887,0.019247067663549212,14
1684,1.5923857361554252,0.019201206718275896,76
1685,1.5936866513080756,0.01917489586092723,334
1686,1.5575192525611552,0.018985018414349172,139
1687,1.623371345727594,0.019214732915223357,155
1688,1.5191885150536366,0.018817524677094678,299
1689,1.542549072280424,0.018719328545312136,554
1690,1.5840572465749398,0.01887096036712698,230
1691,1.5348265480757144,0.018710319556869453,327
1692,1.5117972925399539,0.0185222867607006,251
1693,1.5588375714558278,0.018679306481934176,535
1694,1.5350970177813164,0.01861928879562321,670
1695,1.5816377881545667,0.01884115406727363,648
1696,1.5115691716727575,0.018602269421334694,17
1697,1.5246227955236078,0.01854550650442924,87
1698,1.5500041798164959,0.01865269241351205,292
1699,1.5655550916794339,0.018772847735491455,378
1700,1.6275485962612952,0.019127708975184024,513
1701,1.5903754738367906,0.019137827799363842,627
1702,1.58700916810341,0.01911238380872579,462
1703,1.6077167608446,0.019203582319648478,12
1704,1.6447700549753752,0.01942695028898698,253
1705,1.5980022355130044,0.019320020917064785,514
1706,1.669760231533067,0.01960868034161624,563
1707,1.6591865706544568,0.019710103357378654,336
1708,1.6433738126346629,0.019697813485209686,543
1709,1.6245076725498773,0.019608522655442127,378
1710,1.5832764726344404,0.01936615081787781,285
1711,1.588376083424409,0.019267651447770894,95
1712,1.597286650022697,0.019258881876222055,137
1713,1.5831175781152351,0.01917973530854678,132
1714,1.5751697781939369,0.01909280096587676,257
1715,1.6086531170312988,0.019196940189392792,670
1716,1.6079244749576362,0.019243748380338634,54
1717,1.5877568870360468,0.01917721902256338,368
1718,1.4731416701047637,0.018577209413484043,214
1719,1.5595864802752413,0.018717613517562244,276
1720,1.5699839993786293,0.018834263506234947,187
1721,1.5761927255832313,0.018924616786429857,33
1722,1.5944458787857203,0.019042925524902457,613
1723,1.5927086150179277,0.019099412055449152,203
1724,1.5850459106077528,0.01909364499290074,145
1725,1.654298303495049,0.019441443372701178,149
1726,1.6318907130426918,0.019490614993548074,429
1727,1.6700494454794468,0.019719209871994624,446
1728,1.642454965303907,0.019684506626505935,372
1729,1.6016794193116677,0.01947547632677871,412
1730,1.7043400840440965,0.019870904435165752,451
1731,1.6304972480606679,0.01968931832863558,341
1732,1.616778050722974,0.019531414360055163,50
1733,1.6102115812051427,0.0194217371088284,71
1734,1.5805220547401486,0.01923179788223047,451
1735,1.5608945285261833,0.01902565802624162,440
1736,1.658394812685025,0.019423397662138995,450
1737,1.5882625616735875,0.019265968126257856,190
1738,1.5754385509473847,0.019128482542263237,180
1739,1.5674743298515572,0.01900443004190437,523
1740,1.5532620242537447,0.018873988224449904,89
1741,1.5627701172888384,0.01886869796972487,419
1742,1.5564067427793884,0.018847511345569043,448
1743,1.5811092549878112,0.01896114538187897,24
1744,1.6687942001507743,0.019440068795397843,551
1745,1.626714585145955,0.01947753207880904,284
1746,1.6152090854504775,0.019437409015189817,44
1747,1.5676548396840813,0.01917513986347897,150
1748,1.586183906318037,0.019125312587266834,383
1749,1.6219088109582636,0.019286479079453016,252
1750,1.5845082746152939,0.01916768806834757,418
1751,1.5932628806764868,0.01916911618569829,576
1752,1.558442364503878,0.018994092766627668,55
1753,1.6519196529642233,0.019361119604025357,434
1754,1.5899575515477147,0.019251785271892655,573
1755,1.6158495413709717,0.019340991804925038,487
1756,1.6147779342978246,0.01935685083319838,790
1757,1.6691887609687117,0.01965274830120746,538
1758,1.5985181243237694,0.019443568761715498,127
1759,1.660380214520361,0.01963490888927527,452
1760,1.6355028616361318,0.019600312206802507,198
1761,1.5684589502220074,0.01925535279432675,255
1762,1.5966824145610894,0.019241566039613762,594
1763,1.5376317874446632,0.01892314561880462,550
1764,1.535683376125789,0.018745104218170758,307
1765,1.486024005395694,0.018420694568007184,436
1766,1.526093504253802,0.018455975621496038,96
1767,1.5119346983819815,0.018409955675541538,241
1768,1.5542655240690857,0.01860381656485203,176
1769,1.5555367869229495,0.01869438159647974,430
1770,1.5607792885130303,0.018774440957500187,289
1771,1.5884688795168955,0.01894461464373654,280
1772,1.5570860802571136,0.018877143764706776,147
1773,1.5656690892498473,0.018873108761872155,446
1774,1.6048435730636554,0.019057735631263985,312
1775,1.565272979574303,0.018975202156463047,778
1776,1.5561031808168375,0.01888431266600034,127
1777,1.4892211760180285,0.018494953279395033,321
1778,1.5107150911019094,0.018415536870571333,263
1779,1.5686517911146605,0.018650863132212404,495
1780,1.522367475357714,0.01855074198054834,461
1781,1.4841421051021306,0.01830711576441397,82
1782,1.523615943835158,0.018375702433222535,235
1783,1.5238104596609134,0.01842669279429173,531
1784,1.5655385081889892,0.018659519363114975,44
1785,1.597795532600181,0.018933494789408555,125
1786,1.5579048337701427,0.018882226469375582,378
1787,1.4899755109875819,0.018521924218863728,168
1788,1.492583119757517,0.018357694382063132,97
1789,1.4735892990127855,0.018172403115987893,277
1790,1.5341731858315644,0.0183728787443542,331
1791,1.5043209496824574,0.018326729600975866,97
1792,1.5227611954691338,0.018385285033929825,357
1793,1.512217204229395,0.01837790334333444,543
1794,1.4570733679077525,0.018089441732959018,306
1795,1.4970015694287881,0.018138682728612243,208
1796,1.4312988042237955,0.017831837099918257,99
1797,1.396529495486843,0.01750861958112652,137
1798,1.3913154408928217,0.017332419417778855,388
1799,1.4663573295578405,0.017608901301925342,359
1800,1.489657746091512,0.01785559873252265,272
1801,1.5539601975882478,0.018298339389811277,71
1802,1.485145037515273,0.018169741151557093,199
1803,1.4669274054105534,0.01801195585182889,81
1804,1.47680908299341,0.017987587567085662,173
1805,1.4619133453475817,0.01791861871715899,598
1806,1.5013974612322305,0.0180733694201417,276
1807,1.5148457913769093,0.01823080103277256,433
1808,1.5008320813939058,0.018252778691922933,450
1809,1.5441336598117192,0.018482246904112425,66
1810,1.5363180561570866,0.018553966961436828,133
1811,1.549024845681448,0.018633354511888668,676
1812,1.5369169583748146,0.018630908681968587,622
1813,1.6079383029025935,0.01896272363984368,746
1814,1.5446749498553716,0.018824341175811214,406
1815,1.5342403677270755,0.018699572478580805,115
1816,1.5361276350444748,0.01866249470476644,536
1817,1.5417627275056498,0.018660164213278506,404
1818,1.5753190784055404,0.018822571859210754,142
1819,1.505924241461527,0.018559587373162382,94
1820,1.493358294168599,0.018354859110253044,351
1821,1.543122151187846,0.018493200150418214,274
1822,1.5245948570261827,0.01846397544922911,194
1823,1.4871576790907781,0.018267585742255017,182
1824,1.4205694286127937,0.01784205880398658,189
1825,1.441452403990636,0.017751605954324026,605
1826,1.4591990250268643,0.017805944775340414,366
1827,1.4357412664523224,0.0176931887798749,765
1828,1.4530913896699156,0.01772980602863637,211
1829,1.4850573135706642,0.01789213445789256,534
1830,1.435948720901839,0.01773559807787265,265
1831,1.4427537446681018,0.01768332775173072,271
1832,1.4293077014596873,0.01758142282493377,288
1833,1.3787488766280527,0.017303225987128926,864
1834,1.3743273572327876,0.017141601764116908,14
1835,1.3837515428990512,0.017105436380872537,83
1836,1.3445850137683013,0.01690139974868746,334
1837,1.3459476304259868,0.01679697836031286,311
1838,1.3182189287401427,0.016619662716389448,457
1839,1.382667762232552,0.016849279061244546,134
1840,1.311899200544528,0.016595687062466828,492
1841,1.343481489020704,0.016612723761133773,476
1842,1.3501580819606298,0.016676672473751708,745
1843,1.3139674031119433,0.016533467538587393,195
1844,1.3616094006560122,0.01670835400285596,280
1845,1.3228174709394012,0.016605510007068454,124
1846,1.3842531853476119,0.016859681387843453,53
1847,1.359224275240326,0.016854295214691877,247
1848,1.3724086826974118,0.016902357193407623,512
1849,1.3643354735885185,0.016871651168653662,486
1850,1.3493365305614013,0.016786926605372794,190
1851,1.366182274487227,0.016832177996236264,114
1852,1.3728012826597142,0.01689452909933953,224
1853,1.282236861859613,0.016464423169093762,286
1854,1.3927590579640303,0.01679359052457547,283
1855,1.4194766155080039,0.017094160120946375,81
1856,1.403690830981029,0.017164118893196283,47
1857,1.4526478806412801,0.017452646103445425,296
1858,1.499593998519973,0.017835381727983532,126
1859,1.4382553811293926,0.017735531960401493,523
1860,1.3521681984054168,0.017257869330392483,91
1861,1.348932536373456,0.017006398999492387,119
1862,1.3517929511839655,0.016879462782203723,524
1863,1.4534375228921168,0.017315237318111274,303
1864,1.4263301430910351,0.017409357283365942,398
1865,1.434527181628737,0.017497507070933643,3
1866,1.4343951448905132,0.017526127092450862,500
1867,1.4220984791539113,0.01748733541876729,283
1868,1.389357495324429,0.017307371250487008,106
1869,1.4072205723333282,0.017293121070633237,459
1870,1.4809657227910848,0.01767559876129005,706
1871,1.4645246394503852,0.017773502223864222,376
1872,1.4335848701496454,0.017654036718838882,463
1873,1.4415114587131184,0.017643767211904735,332
1874,1.421467482773195,0.017525918134144662,422
1875,1.3979179904367673,0.01736928365733842,677
1876,1.34975590958943,0.01704899293486859,39
1877,1.3579679343282847,0.016923946524779677,201
1878,1.3483599601363598,0.016820896988627716,254
1879,1.301081238755153,0.016518443210273157,491
1880,1.2521678754035432,0.01612711582656874,151
1881,1.3315546395528037,0.01634457112070576,547
1882,1.2976466776166093,0.01626783584664626,538
1883,1.2757671398527972,0.016130861460141206,364
1884,1.244380376122881,0.015904841072126003,20
1885,1.2363428434405734,0.01574642016967826,176
1886,1.2758016894456463,0.01585673156511746,262
1887,1.2821048876050496,0.015943106549584543,10
1888,1.3377202074019603,0.01625473593948289,325
1889,1.1923806985439054,0.01567980659665711,136
1890,1.2561995099466756,0.015724476535988675,441
1891,1.1941070130281708,0.015452291840269076,539
1892,1.1956024382647876,0.015336011391091602,417
1893,1.2317234964056083,0.015461590275120882,105
1894,1.2466226535146294,0.015575341971530286,795
1895,1.165645240201365,0.01521543614615025,402
1896,1.219986440402619,0.015302774087672118,149
1897,1.1391025256484257,0.014933997836761722,271
1898,1.1029098191257052,0.014567531859854634,37
1899,1.1226911761253258,0.014485973294106358,93
1900,1.1570655588295753,0.014632177923641972,511
1901,1.1218372804951386,0.014517661561445957,388
1902,1.2024680318872876,0.014885088757302774,728
1903,1.2560936659833113,0.015343062894310752,207
1904,1.1562131290310997,0.015080662406791498,271
1905,1.2478561189727602,0.015387064153100063,697
1906,1.1250188774172358,0.014922802725136587,110
1907,1.2135330736559735,0.015152067563756167,636
1908,1.2260185250233175,0.015331237336842659,71
1909,1.1926561701479967,0.01524119967149775,433
1910,1.1621627046805034,0.015028815119359898,503
1911,1.1863390810762364,0.015036306232420948,243
1912,1.2491307579297304,0.015376117301995654,747
1913,1.2212316761857267,0.01539185502733912,496
1914,1.1862074676859014,0.015247931981257921,789
1915,1.1523295726280578,0.01501065780178256,137
1916,1.2244163350584074,0.015251482209050694,32
1917,1.2345065670267994,0.015435076608578978,430
1918,1.276552813553602,0.015711459220447463,867
1919,1.2177702511527646,0.015564591937613465,299
1920,1.1732848545283445,0.015282582417216542,468
1921,1.1853682856845333,0.015184151940455594,603
1922,1.1879329162009011,0.015148966400900828,40
1923,1.2294122036725106,0.015330593220392657,276
1924,1.1953781486420456,0.015266679682346867,522
1925,1.1975439692810987,0.015242540315559758,101
1926,1.104312131488872,0.014770750447906583,217
1927,1.1412255923616792,0.014729351075635859,335
1928,1.1538791964483208,0.014747043886713964,841
1929,1.082633562959134,0.014413216159338903,458
1930,1.1189770592643555,0.014417908615069468,341
1931,1.0636134034163776,0.014159420301151254,540
1932,1.0942956128201877,0.014164347991883958,650
1933,1.1264990081376427,0.014345472925833878,596
1934,1.0774726696834975,0.014195512382562156,155
1935,1.125876334660681,0.014342137592883763,690
1936,1.1333201785449885,0.014468032219296885,519
1937,1.184870714163528,0.0147702028865056,626
1938,1.164267764336923,0.014819260278916151,33
1939,1.1360538965076692,0.01470539115157717,90
1940,1.1020400140242002,0.014475188287926929,108
1941,1.0500193026715223,0.014112762735376854,432
1942,1.0525916008493204,0.013925930563165365,625
1943,1.0620998952849805,0.01388510935593276,170
1944,1.0351139921807664,0.013746548754296326,567
1945,0.9994903022197117,0.01348822404535271,369
1946,0.9931658493452286,0.01331290139883835,491
1947,0.9241967599609852,0.012876089611806956,145
1948,1.0205021066001219,0.013139744936973952,18
1949,1.01017149255987,0.0132437278842186,805
1950,0.9993773134137605,0.013246551609772164,162
1951,1.0315388792574245,0.013417621496100526,299
1952,0.9894606256061046,0.01329498760535339,75
1953,1.0225245409036365,0.013382350727510694,562
1954,1.0433630737415924,0.01352127824602462,302
1955,1.0158075072123889,0.013448313763183452,157
1956,1.0750996006212803,0.013711177005225665,97
1957,1.0793189546788096,0.013855813199904057,266
1958,1.0707579501075126,0.013907496306879454,749
1959,1.039184088099659,0.013787575660148318,409
1960,1.0308488685509587,0.013677474104163194,286
1961,1.0519134301791349,0.013725141464100084,88
1962,1.0544893871090117,0.0137412763686715,695
1963,1.0832257345262144,0.01390282567242743,331
1964,1.0830293234243604,0.0139879371230145,179
1965,1.070439481604847,0.013954058548593763,456
1966,1.0431846779121294,0.013810551218053066,328
1967,1.0203966169306147,0.013609234152739472,528
1968,1.0523346454707632,0.013679615416456415,383
1969,1.1303290425370551,0.014109630494141259,164
1970,1.1807098449043945,0.014561279510580949,516
1971,1.1347762219629796,0.014565549779409662,274
1972,1.1079506722727206,0.01443914019403544,188
1973,1.064505781745053,0.01416349820509491,161
1974,1.0761766653797287,0.014099269623253016,515
1975,1.0653912341725467,0.013991020641482721,751
1976,1.1491825217761904,0.01435082716128778,169
1977,1.0584135532143566,0.014074339627040851,86
1978,1.093257747157414,0.014111102380088981,26
1979,1.1552610319409753,0.01444970038512429,344
1980,1.0863674244881492,0.014290129554465385,527
1981,1.0740416283328023,0.014154922641008216,209
1982,1.0836282276517364,0.014110501416021748,837
1983,1.0581144039314343,0.013970965355035808,346
1984,1.1087130177839772,0.014146953895568994,244
1985,1.0619907740698942,0.01400172082636915,12
1986,1.0285507461142747,0.013778451917254922,559
1987,1.1224164374287602,0.014111675972422945,827
1988,1.0586345463246785,0.013946109729607074,448
1989,1.0522321762638138,0.013830559548071004,25
1990,1.0360430109667955,0.01369039439394266,48
1991,1.011951304745738,0.013513007994106362,444
1992,1.0179499415330593,0.013472499663089952,615
1993,1.0338814084889576,0.013537326706575,183
1994,1.0077101073980679,0.013425390272931586,456
1995,1.0016648678837408,0.013324474934546995,497
1996,0.9601090098005073,0.013063461337073536,93
1997,1.05646483274954,0.013421783517231277,238
1998,0.9808397232625751,0.013210168884908845,427
1999,0.9937470675717407,0.013174096037182828,175
2000,0.9743935830695264,0.013058418670835726,29
2001,1.041509411854617,0.013339679601973391,119
2002,1.0743040139119504,0.013661216735054101,572
2003,1.0521912603748433,0.013712960768532005,52
2004,1.0541095004541186,0.013750610425775397,73
2005,1.0750191594219145,0.013880399555768632,216
2006,1.0729331290638882,0.013939169348772746,145
2007,1.1007052502394725,0.014090692883450762,565
2008,1.0880628578711793,0.014100153640151786,104
2009,1.082091311620074,0.014067146517584303,266
2010,1.0426097168878836,0.013869059219369421,535
2011,1.1262788155080405,0.014175937428602226,420
2012,1.005175175243277,0.013714615908983454,312
2013,1.0465889991025172,0.013706172858930174,512
2014,1.132057112331343,0.014112339543362142,573
2015,1.0497842690945711,0.013916563736827217,422
2016,1.0662715718144693,0.01388670289105685,487
2017,1.0420055719298456,0.013767438670629576,574
2018,1.037891504123108,0.013696210511150582,303
2019,1.0332798013442788,0.013637771411825355,7
2020,1.0582261406787221,0.01371576298438321,592
2021,1.0431591852501745,0.013682359753616634,99
2022,1.024505082017365,0.013586274975806781,469
2023,1.0676842232240715,0.01374435724439526,330
2024,1.052984383173328,0.013735536370579365,485
2025,1.0785422230078223,0.013865470432833107,221
2026,1.0828908809650795,0.01396052810331699,282
2027,1.162452834391251,0.014403534409663049,78
2028,1.094527940950291,0.014276638401124534,296
2029,1.1456701835340097,0.01447087458911769,66
2030,1.0912208142620112,0.014289495624844238,211
2031,1.0692730213207318,0.014080439664496174,291
2032,1.0420665299571894,0.01383585711634044,136
2033,1.0891465230335287,0.013955778561870677,230
2034,1.0954872154578668,0.01405569157112718,278
2035,1.1710373907185594,0.014487214592488995,129
2036,1.2191629355948452,0.014950564016217291,235
2037,1.20277340593237,0.015101775622974246,50
2038,1.1706441458190524,0.015020048830942873,112
2039,1.2337424354620206,0.015284593834749678,341
2040,1.2564673842706602,0.015528109550401627,80
2041,1.223665006917034,0.015498082993894111,413
2042,1.2345024903015105,0.015541876638584626,156
2043,1.1823555322382142,0.015303078778942828,1
2044,1.273377952068219,0.015636430367374367,79
2045,1.2467219619367107,0.015656457486722952,452
2046,1.2520310464551063,0.015706272800256483,448
2047,1.2448750727083062,0.015694319101760057,36
2048,1.2505679798629814,0.015724076256105925,245
2049,1.2363539914960053,0.015655051561143447,434
2050,1.264692981840758,0.01576333922490196,37
2051,1.2760604530801856,0.015866719769232443,257
2052,1.2234304131188347,0.015650993014054784,144
2053,1.1573491371583622,0.01523106149315194,620
2054,1.107803905612948,0.014756446836273989,572
2055,1.1592532343693,0.014796812506857947,690
2056,1.1378108464521577,0.014704931726435978,164
2057,1.194790767214068,0.0149605399677769,563
2058,1.2267405962417113,0.015223591524576044,828
2059,1.2979689638001435,0.015722750788822286,388
2060,1.2710701849482944,0.015844434657539094,223
2061,1.3045752028946704,0.016071933888701186,29
2062,1.2223123705019179,0.015759865951827268,490
2063,1.2929689407510903,0.01596354035847895,217
2064,1.3218153443726612,0.016207164868736836,82
2065,1.203836325646374,0.015745149940249573,205
2066,1.3060578457106378,0.016036738303438727,388
2067,1.2387555067364888,0.015842023269597518,135
2068,1.294340759012331,0.016004098783280515,625
2069,1.2830215516448717,0.016025901345588185,89
2070,1.2652588017695552,0.015952040269793286,137
2071,1.2791630552228415,0.01599498977737683,350
2072,1.2307720920195384,0.015762557843242764,404
2073,1.2090062307437466,0.015524481179207801,440
2074,1.2441834128638627,0.015601259316675525,674
2075,1.299510108368807,0.015899747996973652,559
2076,1.257516396497479,0.015831847306584077,242
2077,1.2651254565376624,0.015845759596533185,332
2078,1.3166352031703863,0.016123177321123942,436
2079,1.2921113088570326,0.016151282740315267,406
2080,1.2516341310570511,0.01596375690238673,27
2081,1.3545777924224502,0.016363105174104314,730
2082,1.2796734152486473,0.01620675747231014,625
2083,1.300742599416867,0.016241937408420264,270
2084,1.26080879089699,0.0160602191243076,12
2085,1.2789910856389795,0.01606500143059598,159
2086,1.2253255646044567,0.015800194783814895,38
2087,1.260694881084198,0.015841897260051755,92
2088,1.2375821561172355,0.015751579831931956,148
2089,1.2305410127059317,0.015658603718126905,426
2090,1.2049179962399188,0.015473289140879726,362
2091,1.2779955230067435,0.015729055971343053,573
2092,1.251901145390997,0.01571863884667315,264
2093,1.2567863738561398,0.01576341759909394,864
2094,1.275729390377503,0.015894049006463185,457
2095,1.3269058861109222,0.016206089019058324,309
2096,1.2724346800983704,0.016096625753737107,232
2097,1.2599504272748174,0.01595614725005788,788
2098,1.199956649926385,0.015596983870452306,373
2099,1.2244827609384021,0.015543280034723737,109
2100,1.2580245386706421,0.015695151896209774,372
2101,1.2900885314468815,0.015939499331564876,273
2102,1.2148544084743615,0.01565893948547114,898
2103,1.2907912998241682,0.01589990203696003,52
2104,1.3056508698660971,0.01610579736829292,375
2105,1.2655883651917679,0.016010369863409063,65
2106,1.2812443890818257,0.016033106616116004,264
2107,1.2797210744014504,0.016025074541684815,398
2108,1.231096735235316,0.015775053774296027,97
2109,1.273541031145195,0.015870171194364326,267
2110,1.2506738723653128,0.015814843934733758,387
2111,1.2212011146555415,0.015629748219060033,340
2112,1.3240289785858155,0.016044618652815187,227
2113,1.274730014841744,0.016017121854094294,391
2114,1.3276798621974188,0.016280139501924747,406
2115,1.3979920004254294,0.016772903272244847,327
2116,1.3563843329190313,0.016792296314531337,640
2117,1.3357117864839727,0.016701227753451606,87
2118,1.318472109208875,0.016554959795848243,491
2119,1.2944322746427546,0.01636032474734171,44
2120,1.346107350115711,0.01650978266091864,392
2121,1.3680929404321642,0.01669892726584848,151
2122,1.3120530243826756,0.016527041012840304,464
2123,1.3404383988286734,0.01658158308983854,48
2124,1.3679641178377233,0.016740578240501926,199
2125,1.3796846633575415,0.016872875714958963,196
2126,1.366097306868971,0.01686491687855918,208
2127,1.3549841164119294,0.016816923210737786,390
2128,1.2748151575935924,0.016402191024870248,341
2129,1.3277297162771062,0.01645203819293998,248
2130,1.3154401564327642,0.01642414413875449,291
2131,1.3133233441171928,0.01639674003900784,97
2132,1.316345185735716,0.01641296559587766,501
2133,1.347301068743869,0.016560250320109944,527
2134,1.2851166423387748,0.01633854627359421,526
2135,1.2770972839607946,0.01617838354684699,311
2136,1.3351757711607768,0.01637788515580464,365
2137,1.3083188291698347,0.016360058958631532,565
2138,1.3649611708818716,0.01662571806170472,292
2139,1.3910866371449409,0.016893991309186906,162
2140,1.343284449190389,0.01679675732604153,258
2141,1.3498806973868014,0.016788603848143742,253
2142,1.4131584417515728,0.0170817594662913,647
2143,1.352494138028006,0.016909970849324496,508
2144,1.3828494904457476,0.01699407941484544,616
2145,1.4235601314429942,0.017222638836857485,576
2146,1.3988684013219925,0.017225312999967678,400
2147,1.3870178483625581,0.01718106343556037,462
2148,1.423237305555643,0.01734080432577336,25
2149,1.4208584382808498,0.017410008961637365,41
2150,1.395344291444999,0.0173019301880954,511
2151,1.3979617499095454,0.017267006204041375,203
2152,1.3885920241363179,0.017208827279358494,207
2153,1.4077720869846584,0.017252834291774287,771
2154,1.396133678514227,0.017208589447112493,272
2155,1.3818338886931063,0.017120199080191266,176
2156,1.392202168527794,0.01714251777332873,496
2157,1.3864157395705692,0.017125850842636382,37
2158,1.431933175577939,0.01733755476576148,255
2159,1.4087857037681946,0.017340718908411278,441
2160,1.3833779267918218,0.017210517249418498,160
2161,1.3930017226233669,0.017193702315276015,5
2162,1.376250925359907,0.017114900640058835,451
2163,1.3661567170447535,0.017009022306708615,541
2164,1.3331213089118676,0.01679539134975553,151
2165,1.3290265383547966,0.016647541445519855,695
2166,1.3265927727547837,0.016568806468686883,248
2167,1.3741844448154705,0.01676306008332048,146
2168,1.391436913120492,0.01693827315011596,276
2169,1.3542775005802685,0.016848120571580076,271
2170,1.4368850612650326,0.01721998843697663,132
2171,1.4583752914426955,0.017517215018503635,129
2172,1.446678398413404,0.017592945533580286,486
2173,1.430139986080627,0.017544995410179703,105
2174,1.433337807986073,0.017527856582608428,309
2175,1.4337458442171607,0.017537684661047166,553
2176,1.4170900023078572,0.017470983536737386,394
2177,1.3280524835392262,0.016979554490663778,435
2178,1.4333319806278124,0.017255680266483865,154
2179,1.4360234806130003,0.017414082745144395,232
2180,1.4336447683131361,0.01748953266120591,275
2181,1.395913748134696,0.017328995790407677,324
2182,1.466631206554832,0.01761763648577156,518
2183,1.3465607421468369,0.017171013716634126,318
2184,1.360715981211382,0.017023644865711292,174
2185,1.362955501543904,0.016963183183164268,68
2186,1.3421946620801743,0.016820504745983338,292
2187,1.3664569845017123,0.016855090046119334,520
2188,1.3214396027904713,0.01663869080962204,291
2189,1.3349544772164468,0.016594743307067027,112
2190,1.3345748807032514,0.01656409829290524,229
2191,1.3767566414349202,0.016766774347638715,239
2192,1.329791116775221,0.016655916384094853,765
2193,1.3011004309856042,0.016441684924177476,519
2194,1.3459431976006149,0.01656349232575506,159
2195,1.3913195228239377,0.016840491267979645,364
2196,1.319245863498821,0.016640941789846354,754
2197,1.2742223073335261,0.016328181058902373,410
2198,1.3166656739324474,0.016359752946514487,820
2199,1.2850721411184594,0.016212399530151387,174
2200,1.3084549042012688,0.016253373578062336,76
2201,1.3356582026988673,0.01641586602300461,202
2202,1.3533289674400524,0.016593333145432175,266
2203,1.3204053015286799,0.016507126672478906,349
2204,1.3505750387470923,0.016614281786156065,19
2205,1.3601544868062556,0.0167167367618733,33
2206,1.3885001983508256,0.016905387183149694,145
2207,1.3506406801186412,0.01682735439202618,572
2208,1.4664861852265294,0.01734987417297942,598
2209,1.4751812317723856,0.017643574427414023,373
2210,1.4179834894121361,0.01751385294430583,318
2211,1.4802672939192782,0.01776165986213893,42
2212,1.427566743634236,0.017616130117100663,200
2213,1.4439546731539858,0.017618169624514058,241
2214,1.4534630301835807,0.01767412992987893,250
2215,1.4502318580082945,0.0176878240108227,63
2216,1.4395611301661042,0.017655919621320897,493
2217,1.4873063153647659,0.01786559732483611,442
2218,1.4740828980502378,0.017913636044451245,315
2219,1.4516737866823621,0.017841647900378482,542
2220,1.5241332975239135,0.018148847504751597,646
2221,1.5398149469906877,0.018384261818625392,115
2222,1.5539487867436845,0.018572562175272228,2
2223,1.5785486213090578,0.018797583469933307,266
2224,1.4999900258930663,0.018500481301449337,568
2225,1.5492400503089345,0.018595651363504946,85
2226,1.5839278158484287,0.01882200839080315,180
2227,1.5842356075199366,0.01893825759288697,51
2228,1.5503176008358452,0.018823333532453815,116
2229,1.5810154500708498,0.018914305746485914,170
2230,1.552952920325263,0.018829292938082297,331
2231,1.628319770146085,0.01918416167978318,694
2232,1.584680763566961,0.0191558620504009,421
2233,1.5724793140468292,0.019070377548753507,349
2234,1.548471176568221,0.01891706565303048,320
2235,1.4466812521808061,0.018331642914469204,6
2236,1.494423948798179,0.018255725336792233,741
2237,1.5503547921751795,0.018509063685914186,393
2238,1.5300497344606638,0.018543612981316092,318
2239,1.5156086317561321,0.01849185934808323,107
2240,1.5641461402955406,0.018690385134841208,618
2241,1.5561336466022515,0.01875893787035388,316
2242,1.4899584718789807,0.018463684090171188,45
2243,1.494726248287375,0.018327642941335473,414
2244,1.5504389163464316,0.018519122662836885,644
2245,1.5541578357196317,0.018627378191358856,205
2246,1.5871331479893134,0.018842554347666497,129
2247,1.645188398218265,0.01925177626432464,384
2248,1.6562826930245,0.01950514665720464,227
2249,1.5870288710388445,0.01928915067129198,121
2250,1.5703209072256405,0.019093416610038855,141
2251,1.5804820302120426,0.019068320746346137,742
2252,1.631731453376596,0.019325629712987513,460
2253,1.6588257314357906,0.019577444571956135,416
2254,1.6343601163340176,0.01958333430535504,78
2255,1.6234557741900257,0.019515585361031776,546
2256,1.5925083195522314,0.01931800545559307,303
2257,1.6307913826729572,0.01942305099630018,420
2258,1.6192940378280196,0.019431328881235735,447
2259,1.5805225190282528,0.019233161190501318,285
2260,1.5463548732921841,0.018961776630454497,49
2261,1.538847051912286,0.01879492645680461,215
2262,1.5633907758491439,0.018838817009623594,155
2263,1.6240913059455682,0.01915483768905496,318
2264,1.6055649020836427,0.0192294905680604,313
2265,1.6328165457483035,0.019411380362519257,280
2266,1.637051560499539,0.01950203610734636,725
2267,1.6499853879791198,0.019609241659010873,94
2268,1.64080019831161,0.01961179381098647,173
2269,1.6868045315708786,0.019848559972265832,184
2270,1.7023020104786153,0.02006360047676882,648
2271,1.6283336045014054,0.019794258875702436,237
2272,1.6543277823949498,0.01980167610299998,409
2273,1.6547680285013677,0.019812069096779815,151
2274,1.6594858288583725,0.019818716072449012,748
2275,1.6124421566257279,0.019589660055189438,96
2276,1.6270804928372313,0.019536918794819367,385
2277,1.6207504656679341,0.01947115365360919,261
2278,1.5592627183895473,0.019135021926844135,141
2279,1.6254255252849261,0.019290805213680453,235
2280,1.581166394246756,0.019142786218241344,156
2281,1.57416179239909,0.019043961464546035,345
2282,1.5432847662439249,0.01886080759871699,698
2283,1.538537621372752,0.018735784432247563,328
2284,1.4919586733635541,0.018456830295809953,556
2285,1.531960035556736,0.01851190772258387,184
2286,1.5608530560441347,0.018671122460081867,432
2287,1.5002951718897293,0.01846007214459857,410
